confidence,evidence,kind,source,target
high,line 3169,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._formal_search_ai_nonlegal_review_brief_ready
high,line 3150,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._formal_search_execution_route_plan_ready
high,line 3204,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._formal_search_nonlegal_review_operator_packet_ready
high,line 2677,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._grey_box_physics_metrics
high,line 2712,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._kg_reasoning_metrics
high,line 2725,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._main_chain_reconnection_metrics
high,line 3249,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._observation_contract_metrics
high,line 3434,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._observation_response_bridge_metrics
high,line 2807,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._r7_pipeline_metrics
high,line 2793,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._real_field_package_acceptance_metrics
high,line 2660,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._replay_evaluation_metrics
high,line 2689,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._soft_sensor_matrix_metrics
high,line 2761,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent._unified_field_evidence_gate_metrics
high,line 375,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_accepts_low_delta_when_hard_blocker_is_resolved
high,line 123,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_allows_deep_review_only_at_stage_boundary
high,line 1768,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_allows_layout_holdout_route_only_with_path_endpoint_labels
high,line 146,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_can_throttle_stage_review_when_budget_is_exhausted
high,line 1986,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_consumes_external_activation_router_status
high,line 972,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_consumes_field_activation_matrix_without_resuming_model_chain
high,line 2115,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_consumes_formal_search_ai_nonlegal_review_brief
high,line 1813,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_consumes_formal_search_execution_route_plan
high,line 2166,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_consumes_formal_search_nonlegal_review_operator_packet
high,line 781,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_consumes_r2_r3_outputs_and_demotes_repeated_baselines
high,line 76,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_continues_model_core_work_when_current_task_touches_metrics
high,line 728,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_does_not_keep_recommending_citation_patch_after_source_basis_is_complete
high,line 26,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_elevates_catalyst_activity_when_weak_state_coverage_is_low
high,line 2493,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_external_activation_contract_routes_field_and_path_when_ready
high,line 169,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_hard_risk_bypasses_review_throttle
high,line 43,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_interrupts_presentation_only_work
high,line 451,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_agent49_after_catalyst_proxy_baseline_exists
high,line 430,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_catalyst_proxy_after_agent48_comparison_baseline_exists
high,line 661,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_claim_specific_field_package_after_alignment_exists
high,line 603,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_cross_agent_reconnection_after_kg_baseline_exists
high,line 538,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_engineering_constraints_after_soft_sensor_matrix_baseline_exists
high,line 630,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_field_validation_alignment_after_main_chain_reconnects
high,line 479,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_grey_box_after_agent49_replay_baseline_exists
high,line 570,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_kg_after_engineering_constraints_baseline_exists
high,line 508,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_soft_sensor_matrix_after_grey_box_baseline_exists
high,line 694,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_moves_to_source_basis_or_field_import_after_claim_package_exists
high,line 1912,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_outputs_external_activation_contract_for_wait_state
high,line 278,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_outputs_module_stage_termination_proof_rows
high,line 192,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_outputs_quantified_core_score_and_module_gate
high,line 2436,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_prioritizes_submitted_field_route_preflight_blocker
high,line 93,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_queues_non_metric_refocus_without_interrupting_current_loop
high,line 9,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_ranks_model_core_ahead_of_presentation_work
high,line 1717,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_records_path_endpoint_label_preflight_blocker
high,line 1878,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_rejects_formal_search_route_plan_when_boundary_is_not_preserved
high,line 224,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_separates_hidden_state_contract_from_field_control_readiness
high,line 322,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_stops_expansion_when_delta_is_low_without_hard_blocker
high,line 2277,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_surfaces_router_catalyst_patch_candidate_status
high,line 2357,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_surfaces_router_field_activation_upstream_gate
high,line 1677,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_treats_r7_sufficiency_smoke_pass_as_import_progress
high,line 2065,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_updates_formal_search_blocked_reason_after_handoff_ready
high,line 60,defines,file:tests/test_model_core_optimization_governance_agent.py,symbol:tests.test_model_core_optimization_governance_agent.test_governance_agent_validates_evidence_matrix_required_fields
high,,imports,file:tests/test_model_core_optimization_governance_agent.py,module:water_ai.agents.model_core_optimization_governance_agent
high,,imports_internal_file,file:tests/test_model_core_optimization_governance_agent.py,file:src/water_ai/agents/model_core_optimization_governance_agent.py
medium,,references_path,file:tests/test_model_core_optimization_governance_agent.py,file:experiments/run_external_activation_router.py
medium,,references_path,file:tests/test_model_core_optimization_governance_agent.py,file:experiments/run_focused_catalyst_response_merge.py
medium,,references_path,file:tests/test_model_core_optimization_governance_agent.py,file:outputs/agent_architecture_consolidation/
medium,,references_path,file:tests/test_model_core_optimization_governance_agent.py,file:outputs/catalyst_field_package_slice/focused_field_package_slice_template
medium,,references_path,file:tests/test_model_core_optimization_governance_agent.py,file:outputs/catalyst_response_submission_kit/focused_catalyst_response_template.json
medium,,references_path,file:tests/test_model_core_optimization_governance_agent.py,file:outputs/catalyst_response_submission_kit/focused_catalyst_response_template.json_
medium,,tests_or_verifies,file:tests/test_model_core_optimization_governance_agent.py,file:src/water_ai/agents/model_core_optimization_governance_agent.py
high,line 73,defines,file:tests/test_model_realism_audit_agent.py,symbol:tests.test_model_realism_audit_agent._field_gate_metrics
high,line 44,defines,file:tests/test_model_realism_audit_agent.py,symbol:tests.test_model_realism_audit_agent._training_metrics
high,line 4,defines,file:tests/test_model_realism_audit_agent.py,symbol:tests.test_model_realism_audit_agent.test_model_realism_audit_agent_flags_synthetic_only_validation
high,line 22,defines,file:tests/test_model_realism_audit_agent.py,symbol:tests.test_model_realism_audit_agent.test_model_realism_audit_agent_recognizes_knowledge_expansion_axes
high,,imports,file:tests/test_model_realism_audit_agent.py,module:water_ai.agents.model_realism_audit_agent
high,,imports_internal_file,file:tests/test_model_realism_audit_agent.py,file:src/water_ai/agents/model_realism_audit_agent.py
medium,,tests_or_verifies,file:tests/test_model_realism_audit_agent.py,file:src/water_ai/agents/model_realism_audit_agent.py
high,line 428,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent._catalyst_proxy_metrics
high,line 391,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent._control_replay_stress_metrics
high,line 308,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent._observation_contract_metrics
high,line 298,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent._sparse_metrics
high,line 264,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_accepts_resolved_pressure_source_conflict_context
high,line 37,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_can_become_candidate_with_field_replay_and_stronger_catalyst_observability
high,line 144,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_consumes_agent51_holdout_summary_for_catalyst_guardrail
high,line 116,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_consumes_control_replay_stress_as_reward_prior
high,line 63,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_consumes_observation_contract_as_design_prior
high,line 169,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_consumes_pressure_headloss_contract_as_control_boundary
high,line 24,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_keeps_decision_tree_as_explanation_until_field_validated
high,line 225,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_keeps_guardrail_when_pressure_sources_conflict_after_field_validation
high,line 197,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_relaxes_r3g1_reward_penalty_only_after_agent51_field_validation
high,line 8,defines,file:tests/test_multi_facility_collaborative_control_agent.py,symbol:tests.test_multi_facility_collaborative_control_agent.test_multi_facility_agent_turns_sparse_placement_into_state_action_matrices
high,,imports,file:tests/test_multi_facility_collaborative_control_agent.py,module:water_ai.agents.multi_facility_collaborative_control_agent
high,,imports,file:tests/test_multi_facility_collaborative_control_agent.py,module:water_ai.agents.sensor_network_sparse_placement_agent
high,,imports_internal_file,file:tests/test_multi_facility_collaborative_control_agent.py,file:src/water_ai/agents/multi_facility_collaborative_control_agent.py
high,,imports_internal_file,file:tests/test_multi_facility_collaborative_control_agent.py,file:src/water_ai/agents/sensor_network_sparse_placement_agent.py
medium,,tests_or_verifies,file:tests/test_multi_facility_collaborative_control_agent.py,file:src/water_ai/agents/multi_facility_collaborative_control_agent.py
high,line 378,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent._agent49_guardrail_metrics
high,line 372,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent._agent49_metrics
high,line 399,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent._catalyst_proxy_metrics
high,line 413,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent._catalyst_proxy_metrics_with_summary
high,line 540,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent._control_replay_stress_metrics
high,line 493,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent._observation_contract_metrics
high,line 389,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent._sparse_metrics
high,line 122,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_agent52_replay_export_payload_matches_r8p_work_package_contract
high,line 237,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_accepts_agent51_field_validated_summary_as_control_gate_input
high,line 178,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_blocks_promotion_when_agent51_holdout_summary_has_gaps
high,line 269,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_blocks_promotion_when_pressure_sources_conflict
high,line 13,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_builds_replay_schema_and_metrics
high,line 213,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_can_become_field_candidate_with_validated_replay
high,line 320,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_clears_resolved_pressure_source_conflict_gate
high,line 148,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_consumes_pressure_headloss_guardrail_boundary
high,line 41,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_keeps_synthetic_replay_blocked_from_actuator
high,line 91,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_outputs_control_policy_baseline_contract
high,line 72,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_refreshes_guardrail_aware_replay_metrics
high,line 57,defines,file:tests/test_multi_facility_replay_evaluation_agent.py,symbol:tests.test_multi_facility_replay_evaluation_agent.test_multi_facility_replay_agent_surfaces_regret_and_false_positive_costs
high,,imports,file:tests/test_multi_facility_replay_evaluation_agent.py,module:experiments.run_agent52_multi_facility_replay_evaluation
high,,imports,file:tests/test_multi_facility_replay_evaluation_agent.py,module:water_ai.agents.multi_facility_collaborative_control_agent
high,,imports,file:tests/test_multi_facility_replay_evaluation_agent.py,module:water_ai.agents.multi_facility_replay_evaluation_agent
high,,imports,file:tests/test_multi_facility_replay_evaluation_agent.py,module:water_ai.agents.sensor_network_sparse_placement_agent
high,,imports_internal_file,file:tests/test_multi_facility_replay_evaluation_agent.py,file:experiments/run_agent52_multi_facility_replay_evaluation.py
high,,imports_internal_file,file:tests/test_multi_facility_replay_evaluation_agent.py,file:src/water_ai/agents/multi_facility_collaborative_control_agent.py
high,,imports_internal_file,file:tests/test_multi_facility_replay_evaluation_agent.py,file:src/water_ai/agents/multi_facility_replay_evaluation_agent.py
high,,imports_internal_file,file:tests/test_multi_facility_replay_evaluation_agent.py,file:src/water_ai/agents/sensor_network_sparse_placement_agent.py
medium,,tests_or_verifies,file:tests/test_multi_facility_replay_evaluation_agent.py,file:src/water_ai/agents/multi_facility_replay_evaluation_agent.py
high,line 343,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate._core_gate
high,line 350,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate._priority_ranking
high,line 209,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate.test_new_core_interface_candidate_gate_consumes_field_control_replay_preflight
high,line 258,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate.test_new_core_interface_candidate_gate_consumes_field_missingness_replay_preflight
high,line 107,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate.test_new_core_interface_candidate_gate_consumes_field_supported_kg_edge_preflight
high,line 50,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate.test_new_core_interface_candidate_gate_consumes_grey_box_calibration_preflight
high,line 156,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate.test_new_core_interface_candidate_gate_consumes_sparse_topology_installability_preflight
high,line 324,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate.test_new_core_interface_candidate_gate_inactive_before_stage_boundary
high,line 8,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate.test_new_core_interface_candidate_gate_ranks_stage_boundary_contracts
high,line 309,defines,file:tests/test_new_core_interface_candidate_gate.py,symbol:tests.test_new_core_interface_candidate_gate.test_new_core_interface_candidate_gate_report_surfaces_boundaries
high,,imports,file:tests/test_new_core_interface_candidate_gate.py,module:water_ai.new_core_interface_candidate_gate
high,,imports_internal_file,file:tests/test_new_core_interface_candidate_gate.py,file:src/water_ai/new_core_interface_candidate_gate.py
medium,,references_path,file:tests/test_new_core_interface_candidate_gate.py,file:experiments/run_grey_box_calibration_package_preflight.py
medium,,tests_or_verifies,file:tests/test_new_core_interface_candidate_gate.py,file:src/water_ai/new_core_interface_candidate_gate.py
high,line 96,defines,file:tests/test_observation_contract.py,symbol:tests.test_observation_contract._contract
high,line 223,defines,file:tests/test_observation_contract.py,symbol:tests.test_observation_contract._contract_with_real_agent48_ledger
high,line 251,defines,file:tests/test_observation_contract.py,symbol:tests.test_observation_contract._sensor
high,line 69,defines,file:tests/test_observation_contract.py,symbol:tests.test_observation_contract.test_observation_contract_consumes_agent48_hidden_state_requirement_ledger
high,line 56,defines,file:tests/test_observation_contract.py,symbol:tests.test_observation_contract.test_observation_contract_consumes_agent51_weak_axis_repair_priorities
high,line 34,defines,file:tests/test_observation_contract.py,symbol:tests.test_observation_contract.test_observation_contract_exposes_soft_sensor_schema_patch_and_field_requirements
high,line 46,defines,file:tests/test_observation_contract.py,symbol:tests.test_observation_contract.test_observation_contract_keeps_full_patch_as_over_budget_design_option
high,line 5,defines,file:tests/test_observation_contract.py,symbol:tests.test_observation_contract.test_observation_contract_merges_agent48_51_54_into_budget_balanced_contract
high,line 22,defines,file:tests/test_observation_contract.py,symbol:tests.test_observation_contract.test_observation_contract_preserves_no_release_and_no_actuator_boundary
high,,imports,file:tests/test_observation_contract.py,module:water_ai.agents.sensor_network_sparse_placement_agent
high,,imports,file:tests/test_observation_contract.py,module:water_ai.observation_contract
high,,imports_internal_file,file:tests/test_observation_contract.py,file:src/water_ai/agents/sensor_network_sparse_placement_agent.py
high,,imports_internal_file,file:tests/test_observation_contract.py,file:src/water_ai/observation_contract.py
medium,,tests_or_verifies,file:tests/test_observation_contract.py,file:src/water_ai/observation_contract.py
high,line 163,defines,file:tests/test_observation_response_bridge.py,symbol:tests.test_observation_response_bridge._catalyst_holdout_summary
high,line 88,defines,file:tests/test_observation_response_bridge.py,symbol:tests.test_observation_response_bridge._observation_contract_metrics
high,line 122,defines,file:tests/test_observation_response_bridge.py,symbol:tests.test_observation_response_bridge._response_template
high,line 144,defines,file:tests/test_observation_response_bridge.py,symbol:tests.test_observation_response_bridge._row
high,line 184,defines,file:tests/test_observation_response_bridge.py,symbol:tests.test_observation_response_bridge._soft_sensor_matrix_metrics
high,line 155,defines,file:tests/test_observation_response_bridge.py,symbol:tests.test_observation_response_bridge._submission_packet
high,line 67,defines,file:tests/test_observation_response_bridge.py,symbol:tests.test_observation_response_bridge.test_observation_response_bridge_blocks_when_target_rows_are_missing
high,line 4,defines,file:tests/test_observation_response_bridge.py,symbol:tests.test_observation_response_bridge.test_observation_response_bridge_prioritizes_catalyst_response_rows
high,line 41,defines,file:tests/test_observation_response_bridge.py,symbol:tests.test_observation_response_bridge.test_observation_response_bridge_routes_only_after_agent51_holdout_ready
high,,imports,file:tests/test_observation_response_bridge.py,module:water_ai.observation_response_bridge
high,,imports_internal_file,file:tests/test_observation_response_bridge.py,file:src/water_ai/observation_response_bridge.py
medium,,tests_or_verifies,file:tests/test_observation_response_bridge.py,file:src/water_ai/observation_response_bridge.py
high,line 6,defines,file:tests/test_offline_validation.py,symbol:tests.test_offline_validation.test_hold_for_validation_generates_delayed_offline_proxy
high,line 27,defines,file:tests/test_offline_validation.py,symbol:tests.test_offline_validation.test_soft_sensor_uses_offline_validation_evidence
high,,imports,file:tests/test_offline_validation.py,module:water_ai.agents.data_quality_agent
high,,imports,file:tests/test_offline_validation.py,module:water_ai.agents.soft_sensor_agent
high,,imports,file:tests/test_offline_validation.py,module:water_ai.process_dynamics
high,,imports_internal_file,file:tests/test_offline_validation.py,file:src/water_ai/agents/data_quality_agent.py
high,,imports_internal_file,file:tests/test_offline_validation.py,file:src/water_ai/agents/soft_sensor_agent.py
high,,imports_internal_file,file:tests/test_offline_validation.py,file:src/water_ai/process_dynamics.py
high,line 98,defines,file:tests/test_online_project_control_agent.py,symbol:tests.test_online_project_control_agent._budget_sequence
high,line 72,defines,file:tests/test_online_project_control_agent.py,symbol:tests.test_online_project_control_agent.test_online_project_control_agent_prioritizes_catalyst_budget_when_stock_is_low
high,line 34,defines,file:tests/test_online_project_control_agent.py,symbol:tests.test_online_project_control_agent.test_online_project_control_agent_ramps_up_after_two_stable_campaigns
high,line 4,defines,file:tests/test_online_project_control_agent.py,symbol:tests.test_online_project_control_agent.test_online_project_control_agent_replans_after_acceptance_failure
high,,imports,file:tests/test_online_project_control_agent.py,module:water_ai.agents.online_project_control_agent
high,,imports_internal_file,file:tests/test_online_project_control_agent.py,file:src/water_ai/agents/online_project_control_agent.py
medium,,tests_or_verifies,file:tests/test_online_project_control_agent.py,file:src/water_ai/agents/online_project_control_agent.py
high,line 5,defines,file:tests/test_operations_scheduling_agent.py,symbol:tests.test_operations_scheduling_agent.test_multibatch_campaign_builds_operation_records
high,line 61,defines,file:tests/test_operations_scheduling_agent.py,symbol:tests.test_operations_scheduling_agent.test_operations_scheduling_agent_flags_inventory_and_limits_intake
high,line 20,defines,file:tests/test_operations_scheduling_agent.py,symbol:tests.test_operations_scheduling_agent.test_operations_scheduling_agent_flags_validation_capacity
high,,imports,file:tests/test_operations_scheduling_agent.py,module:water_ai.agents.operations_scheduling_agent
high,,imports,file:tests/test_operations_scheduling_agent.py,module:water_ai.operations
high,,imports_internal_file,file:tests/test_operations_scheduling_agent.py,file:src/water_ai/agents/operations_scheduling_agent.py
high,,imports_internal_file,file:tests/test_operations_scheduling_agent.py,file:src/water_ai/operations.py
medium,,tests_or_verifies,file:tests/test_operations_scheduling_agent.py,file:src/water_ai/agents/operations_scheduling_agent.py
high,line 73,defines,file:tests/test_phased_implementation_agent.py,symbol:tests.test_phased_implementation_agent._full_program
high,line 4,defines,file:tests/test_phased_implementation_agent.py,symbol:tests.test_phased_implementation_agent.test_phased_implementation_agent_builds_transition_and_procurement_plan
high,line 57,defines,file:tests/test_phased_implementation_agent.py,symbol:tests.test_phased_implementation_agent.test_phased_implementation_agent_flags_staged_budget_need
high,line 28,defines,file:tests/test_phased_implementation_agent.py,symbol:tests.test_phased_implementation_agent.test_phased_implementation_agent_keeps_monitoring_plan_for_minimum_response
high,,imports,file:tests/test_phased_implementation_agent.py,module:water_ai.agents.phased_implementation_agent
high,,imports_internal_file,file:tests/test_phased_implementation_agent.py,file:src/water_ai/agents/phased_implementation_agent.py
medium,,tests_or_verifies,file:tests/test_phased_implementation_agent.py,file:src/water_ai/agents/phased_implementation_agent.py
high,line 72,defines,file:tests/test_post_replan_replay_agent.py,symbol:tests.test_post_replan_replay_agent._baseline
high,line 88,defines,file:tests/test_post_replan_replay_agent.py,symbol:tests.test_post_replan_replay_agent._record
high,line 27,defines,file:tests/test_post_replan_replay_agent.py,symbol:tests.test_post_replan_replay_agent.test_post_replan_replay_agent_flags_remaining_bottlenecks_without_budget_actions
high,line 50,defines,file:tests/test_post_replan_replay_agent.py,symbol:tests.test_post_replan_replay_agent.test_post_replan_replay_agent_records_throughput_tradeoff
high,line 4,defines,file:tests/test_post_replan_replay_agent.py,symbol:tests.test_post_replan_replay_agent.test_post_replan_replay_agent_validates_bottleneck_reduction
high,,imports,file:tests/test_post_replan_replay_agent.py,module:water_ai.agents.post_replan_replay_agent
high,,imports_internal_file,file:tests/test_post_replan_replay_agent.py,file:src/water_ai/agents/post_replan_replay_agent.py
medium,,tests_or_verifies,file:tests/test_post_replan_replay_agent.py,file:src/water_ai/agents/post_replan_replay_agent.py
high,line 63,defines,file:tests/test_preliminary_formal_search_package.py,symbol:tests.test_preliminary_formal_search_package.test_preliminary_formal_search_handoff_keeps_no_write_boundaries
